"status_type","status_published","num_comments","num_shares","num_likes","num_loves","num_wows","num_hahas","num_sads","num_angrys","dow","moy","pos_emo_int","neg_emo_int"
"photo",2017-03-21 00:13:00,0,0,173,1,0,0,0,0,2,3,0,0
"photo",2017-03-20 23:19:00,0,0,186,3,3,0,0,0,1,3,0,0
"video",2017-03-20 22:50:00,61,5,250,30,5,1,0,0,1,3,17080,0
"photo",2017-03-20 21:46:00,0,0,230,0,1,0,0,0,1,3,0,0
"photo",2017-03-20 21:46:00,1,0,135,2,1,0,0,0,1,3,137,0
"photo",2017-03-20 04:56:00,6,1,102,2,0,0,0,0,1,3,624,0
"photo",2017-03-20 04:43:00,10,4,90,0,1,0,0,0,1,3,900,0
"photo",2017-03-19 21:39:00,22,0,657,12,13,0,0,0,7,3,14718,0
"video",2017-03-18 09:09:00,769,69,1131,234,4,4,2,4,6,3,1049685,4614
"photo",2017-03-18 05:10:00,16,1,610,16,2,1,0,0,6,3,10016,0
"video",2017-03-15 05:51:00,4,3,58,0,0,0,0,0,3,3,232,0
"photo",2017-03-14 09:10:00,9,0,268,2,2,0,0,0,2,3,2430,0
"photo",2017-03-14 00:42:00,2,2,207,6,0,0,0,0,2,3,426,0
"photo",2017-03-13 00:46:00,2,0,220,5,0,0,0,0,1,3,450,0
"photo",2017-03-12 23:45:00,48,2,450,8,4,1,0,0,7,3,21984,0
"photo",2017-03-12 02:52:00,7,0,276,8,1,0,0,0,7,3,1988,0
"photo",2017-03-12 01:41:00,18,0,512,12,2,0,0,0,7,3,9432,0
"photo",2017-03-11 23:26:00,4,0,406,9,3,0,0,0,6,3,1660,0
"photo",2017-03-11 08:04:00,10,0,505,9,0,1,0,0,6,3,5140,0
"photo",2017-03-11 08:02:00,5,0,365,10,2,0,0,0,6,3,1875,0
"photo",2017-03-11 03:13:00,37,1,1161,19,6,0,0,0,6,3,43660,0
"video",2017-03-09 22:56:00,560,49,498,84,3,4,1,1,4,3,325920,1120
"photo",2017-03-05 10:03:00,8,1,411,13,0,0,0,0,7,3,3392,0
"photo",2017-03-04 12:13:00,16,0,105,0,0,0,8,6,6,3,1680,224
"photo",2017-03-04 09:33:00,9,0,66,1,0,0,0,0,6,3,603,0
"photo",2017-03-04 09:22:00,10,3,424,15,0,0,0,0,6,3,4390,0
"status",2017-03-04 09:22:00,117,24,984,58,1,0,0,0,6,3,121914,0
"photo",2017-03-04 09:17:00,10,0,667,21,2,0,0,0,6,3,6880,0
"status",2017-03-02 00:52:00,7,1,84,0,0,0,0,0,4,3,588,0
"photo",2017-03-01 01:27:00,16,0,478,11,2,0,0,0,3,3,7824,0
"photo",2017-02-28 02:45:00,1,0,61,0,2,0,0,0,2,2,61,0
"link",2017-02-27 10:53:00,3,1,46,0,0,0,0,0,1,2,138,0
"photo",2017-02-24 09:12:00,17,0,309,9,1,1,0,0,5,2,5406,0
"video",2017-02-22 02:51:00,8,6,51,0,0,0,0,0,3,2,408,0
"photo",2017-02-20 01:13:00,9,2,83,2,0,0,0,0,1,2,765,0
"photo",2017-02-20 01:02:00,13,0,98,1,0,0,0,0,1,2,1287,0
"photo",2017-02-17 22:28:00,13,1,212,1,0,0,0,0,5,2,2769,0
"photo",2017-02-16 05:37:00,12,0,154,2,0,0,0,0,4,2,1872,0
"video",2017-02-15 09:11:00,128,4,184,17,0,2,1,0,3,2,25728,128
"photo",2017-02-15 03:08:00,8,0,241,3,2,0,0,0,3,2,1952,0
"photo",2017-02-14 07:41:00,2,0,219,6,0,0,0,0,2,2,450,0
"video",2017-02-14 04:01:00,427,30,191,62,1,2,0,0,2,2,108031,0
"photo",2017-02-14 00:17:00,1,0,142,2,2,0,0,0,2,2,144,0
"photo",2017-02-13 01:54:00,0,1,206,5,0,1,0,0,1,2,0,0
"photo",2017-02-12 01:05:00,3,0,225,4,0,0,0,0,7,2,687,0
"photo",2017-02-11 04:26:00,2,0,64,1,1,0,0,0,6,2,130,0
"photo",2017-02-11 04:22:00,0,0,157,1,0,0,0,0,6,2,0,0
"photo",2017-02-10 23:58:00,7,0,288,6,6,0,1,0,5,2,2058,7
"video",2017-02-10 22:58:00,1,0,87,1,0,0,0,0,5,2,88,0
"video",2017-02-10 22:43:00,54,2,126,18,4,0,0,0,5,2,7776,0
"photo",2017-02-09 23:35:00,11,0,390,4,4,0,0,0,4,2,4334,0
"photo",2017-02-09 03:00:00,4,0,86,3,0,0,0,0,4,2,356,0
"photo",2017-02-09 03:00:00,0,0,146,3,2,0,0,0,4,2,0,0
"photo",2017-02-08 21:30:00,5,0,152,2,0,1,0,0,3,2,770,0
"video",2017-02-08 07:20:00,13,0,104,5,0,0,0,0,3,2,1417,0
"video",2017-02-07 23:56:00,16,0,104,11,2,0,0,0,2,2,1840,0
"video",2017-02-07 23:54:00,7,0,101,11,0,0,0,0,2,2,784,0
"photo",2017-02-07 23:26:00,3,0,123,5,4,0,0,0,2,2,384,0
"photo",2017-02-07 23:25:00,3,0,142,5,2,0,0,0,2,2,441,0
"photo",2017-02-07 12:37:00,9,0,260,11,2,1,0,0,2,2,2439,0
"video",2017-02-07 11:54:00,95,5,162,30,0,3,0,0,2,2,18240,0
"video",2017-02-07 01:35:00,25,2,125,11,2,0,0,0,2,2,3400,0
"video",2017-02-06 09:52:00,266,8,519,105,2,0,1,0,1,2,165984,266
"photo",2017-02-02 05:18:00,23,0,279,7,3,0,0,0,4,2,6578,0
"photo",2017-02-01 06:25:00,10,0,204,4,1,0,0,0,3,2,2080,0
"video",2017-02-01 01:49:00,75,6,145,16,0,1,0,0,3,2,12075,0
"photo",2017-01-31 05:46:00,11,0,259,6,0,0,0,0,2,1,2915,0
"photo",2017-01-30 08:20:00,10,0,294,6,1,0,0,0,1,1,3000,0
"photo",2017-01-29 01:43:00,5,0,209,4,0,0,0,0,7,1,1065,0
"photo",2017-01-29 01:41:00,3,0,206,4,0,0,0,0,7,1,630,0
"photo",2017-01-27 21:41:00,11,0,393,9,6,0,0,0,5,1,4422,0
"photo",2017-01-20 08:15:00,6,0,215,7,1,0,0,0,5,1,1332,0
"photo",2017-01-20 00:05:00,4,0,353,5,1,0,0,0,5,1,1432,0
"photo",2017-01-19 20:31:00,2,0,485,27,0,0,23,0,4,1,1024,46
"photo",2017-01-18 05:09:00,10,0,354,8,0,0,0,0,3,1,3620,0
"video",2017-01-16 08:09:00,165,10,215,42,3,4,2,0,1,1,42405,330
"photo",2017-01-15 09:45:00,2,0,151,5,0,0,0,0,7,1,312,0
"video",2017-01-15 04:01:00,21,0,102,6,1,1,0,0,7,1,2268,0
"video",2017-01-14 22:34:00,6148,120,352,80,7,5,0,2,6,1,2655936,12296
"status",2017-01-14 21:23:00,1,0,102,0,0,0,0,0,6,1,102,0
"photo",2017-01-14 06:34:00,6,0,158,3,0,0,0,0,6,1,966,0
"photo",2017-01-14 05:44:00,8,0,273,6,0,0,0,0,6,1,2232,0
"photo",2017-01-13 04:16:00,6,0,281,5,2,0,0,0,5,1,1716,0
"photo",2017-01-11 23:58:00,8,0,221,8,1,0,0,0,3,1,1832,0
"photo",2017-01-11 00:23:00,12,0,262,6,3,0,0,0,3,1,3216,0
"photo",2017-01-11 00:21:00,2,1,107,3,2,0,1,0,3,1,220,2
"video",2017-01-10 01:40:00,103,16,205,47,1,2,0,1,2,1,25956,103
"photo",2017-01-08 09:15:00,4,0,301,3,2,0,0,0,7,1,1216,0
"photo",2017-01-08 09:03:00,10,0,548,4,14,0,0,0,7,1,5520,0
"photo",2017-01-08 07:44:00,1,1,184,0,2,0,0,0,7,1,184,0
"video",2017-01-08 07:40:00,9,2,118,10,4,2,1,0,7,1,1152,9
"video",2017-01-08 06:30:00,195,3,146,18,5,4,1,0,7,1,31980,195
"video",2017-01-07 23:09:00,84,4,159,10,2,0,0,0,6,1,14196,0
"photo",2017-01-07 05:04:00,8,0,365,5,3,0,0,0,6,1,2960,0
"photo",2017-01-07 01:52:00,5,0,392,8,3,0,0,0,6,1,2000,0
"photo",2017-01-06 05:10:00,14,0,138,1,0,0,0,0,5,1,1946,0
"photo",2017-01-06 04:29:00,16,5,146,1,1,0,0,0,5,1,2352,0
"photo",2017-01-03 03:55:00,8,0,265,4,1,0,0,0,2,1,2152,0
"photo",2017-01-02 21:13:00,8,0,334,7,1,1,0,0,1,1,2728,0
"photo",2017-01-02 08:25:00,5,0,252,2,0,0,0,0,1,1,1270,0
"photo",2016-12-31 05:13:00,9,6,298,5,1,0,0,0,6,12,2727,0
"photo",2016-12-30 09:37:00,6,0,433,4,0,0,0,0,5,12,2622,0
"photo",2016-12-29 06:26:00,4,2,399,13,0,0,0,0,4,12,1648,0
"photo",2016-12-26 22:07:00,11,0,175,6,2,0,0,0,1,12,1991,0
"photo",2016-12-26 08:50:00,8,2,342,9,1,1,0,0,1,12,2808,0
"photo",2016-12-26 05:17:00,14,1,142,2,0,0,0,0,1,12,2016,0
"photo",2016-12-26 04:28:00,10,5,876,21,8,0,0,0,1,12,8970,0
"video",2016-12-25 06:17:00,19,2,129,18,2,1,1,0,7,12,2793,19
"photo",2016-12-25 00:26:00,4,0,264,8,3,1,0,0,7,12,1088,0
"photo",2016-12-24 07:59:00,3,4,218,8,1,0,0,0,6,12,678,0
"video",2016-12-24 00:15:00,1201,47,276,55,1,6,1,1,6,12,397531,2402
"photo",2016-12-23 23:17:00,12,0,463,11,4,0,0,0,5,12,5688,0
"photo",2016-12-23 09:10:00,22,2,185,3,1,0,0,0,5,12,4136,0
"photo",2016-12-22 23:15:00,7,0,207,4,0,0,0,0,4,12,1477,0
"photo",2016-12-22 02:06:00,2,0,293,3,0,0,0,0,4,12,592,0
"video",2016-12-22 01:07:00,15,1,100,9,1,1,2,0,4,12,1635,30
"photo",2016-12-21 23:08:00,2,0,109,4,0,0,0,0,3,12,226,0
"video",2016-12-21 22:53:00,19,2,115,13,4,1,0,0,3,12,2432,0
"photo",2016-12-21 22:27:00,3,0,213,5,5,0,0,0,3,12,654,0
"photo",2016-12-21 10:13:00,8,1,311,8,3,0,0,0,3,12,2552,0
"photo",2016-12-21 05:59:00,3,0,230,4,0,1,0,0,3,12,702,0
"photo",2016-12-21 05:45:00,1,0,160,3,0,0,0,0,3,12,163,0
"photo",2016-12-21 05:36:00,4,3,367,5,1,0,0,0,3,12,1488,0
"video",2016-12-21 04:24:00,147,8,193,50,2,4,0,0,3,12,35721,0
"photo",2016-12-21 03:42:00,2,0,123,5,1,0,0,0,3,12,256,0
"photo",2016-12-21 00:58:00,7,0,234,6,4,0,1,0,3,12,1680,7
"photo",2016-12-21 00:10:00,9,0,264,6,2,0,0,0,3,12,2430,0
"video",2016-12-20 23:43:00,127,7,189,47,0,3,0,0,2,12,29972,0
"photo",2016-12-20 08:47:00,9,1,131,3,1,0,0,0,2,12,1206,0
"photo",2016-12-20 08:20:00,44,0,325,6,2,0,0,0,2,12,14564,0
"photo",2016-12-20 03:45:00,3,0,94,2,0,0,0,0,2,12,288,0
"photo",2016-12-20 03:25:00,7,0,203,7,0,0,0,0,2,12,1470,0
"video",2016-12-20 01:42:00,72,6,124,24,3,2,1,0,2,12,10656,72
"photo",2016-12-20 00:57:00,8,0,189,3,0,0,0,0,2,12,1536,0
"photo",2016-12-19 20:32:00,2,0,151,1,0,0,0,0,1,12,304,0
"photo",2016-12-19 08:33:00,3,0,216,6,0,0,0,0,1,12,666,0
"photo",2016-12-19 07:09:00,1,0,223,2,2,0,0,0,1,12,225,0
"photo",2016-12-18 21:12:00,21,1,521,11,9,1,0,0,7,12,11172,0
"video",2016-12-18 01:44:00,274,15,233,42,4,0,0,0,7,12,75350,0
"photo",2016-12-18 01:19:00,8,0,258,3,0,1,1,0,7,12,2088,8
"video",2016-12-15 02:19:00,5498,94,294,57,1,5,1,0,4,12,1929798,5498
"video",2016-12-15 00:00:00,4,1,65,0,0,0,0,0,4,12,260,0
"photo",2016-12-12 10:43:00,11,1,182,5,3,0,0,0,1,12,2057,0
"photo",2016-12-11 11:14:00,4,1,309,10,1,0,0,0,7,12,1276,0
"photo",2016-12-10 02:19:00,8,0,254,9,3,0,0,0,6,12,2104,0
"video",2016-12-09 21:48:00,19013,161,353,92,2,3,2,0,5,12,8460785,38026
"status",2016-12-09 10:44:00,23,0,114,0,0,3,6,0,5,12,2622,138
"video",2016-12-09 09:29:00,4661,178,397,136,2,6,1,1,5,12,2484313,9322
"photo",2016-12-08 23:57:00,8,0,267,9,2,0,0,0,4,12,2208,0
"video",2016-12-08 21:11:00,432,27,315,124,2,3,0,1,4,12,189648,432
"photo",2016-12-08 06:58:00,7,8,190,2,4,0,0,0,4,12,1344,0
"video",2016-12-08 04:21:00,383,52,446,159,1,0,0,1,4,12,231715,383
"photo",2016-12-08 03:22:00,4,0,166,12,2,0,0,0,4,12,712,0
"photo",2016-12-08 02:38:00,8,0,228,8,0,0,0,0,4,12,1888,0
"status",2016-12-07 09:30:00,2,1,90,3,0,0,0,0,3,12,186,0
"video",2016-12-07 05:01:00,6,0,47,1,0,0,0,0,3,12,288,0
"video",2016-12-07 04:39:00,169,37,205,33,5,2,0,0,3,12,40222,0
"status",2016-12-05 00:56:00,12,29,222,2,1,0,0,0,1,12,2688,0
"photo",2016-12-04 09:58:00,4,2,128,5,0,0,0,0,7,12,532,0
"photo",2016-12-04 09:58:00,11,2,159,11,0,0,0,0,7,12,1870,0
"photo",2016-12-02 01:12:00,13,0,294,9,1,0,0,0,5,12,3939,0
"photo",2016-12-02 01:10:00,5,0,148,1,1,0,0,0,5,12,745,0
"photo",2016-12-01 12:35:00,8,0,375,9,3,0,0,0,4,12,3072,0
"video",2016-11-30 08:46:00,20990,154,473,82,3,3,3,0,3,11,11649450,62970
"photo",2016-11-27 06:06:00,36,1,256,5,0,0,0,0,7,11,9396,0
"photo",2016-11-26 04:51:00,12,0,468,6,3,0,0,0,6,11,5688,0
"photo",2016-11-22 00:03:00,19,7,153,1,0,0,0,0,2,11,2926,0
"photo",2016-11-20 07:05:00,13,2,124,3,2,1,0,0,7,11,1651,0
"photo",2016-11-17 20:56:00,0,0,294,12,0,1,0,0,4,11,0,0
"photo",2016-11-15 04:07:00,12,5,111,2,0,0,0,0,2,11,1356,0
"photo",2016-11-13 23:43:00,4,2,77,0,0,0,0,0,7,11,308,0
"video",2016-11-13 01:35:00,4,0,37,0,0,1,0,0,7,11,148,0
"photo",2016-11-12 01:15:00,9,0,206,2,0,1,0,0,6,11,1872,0
"photo",2016-11-07 00:51:00,0,3,98,1,0,0,0,0,1,11,0,0
"video",2016-11-07 00:35:00,8,2,113,5,1,0,0,0,1,11,944,0
"photo",2016-10-29 23:56:00,2,21,180,2,0,0,0,0,6,10,364,0
"photo",2016-10-27 20:26:00,1,4,148,4,0,0,3,0,4,10,152,3
"video",2016-10-27 20:14:00,0,0,76,4,0,0,6,0,4,10,0,0
"video",2016-10-27 20:12:00,0,0,114,4,0,0,6,0,4,10,0,0
"video",2016-10-26 10:48:00,1,0,211,0,8,0,2,0,3,10,211,2
"photo",2016-10-26 00:00:00,0,0,52,0,0,0,0,0,3,10,0,0
"video",2016-10-25 23:51:00,7,1,38,0,0,0,0,0,2,10,266,0
"photo",2016-10-25 23:50:00,0,37,2,0,0,0,0,0,2,10,0,0
"photo",2016-10-25 11:23:00,0,1,335,12,0,0,0,0,2,10,0,0
"photo",2016-10-25 09:55:00,0,30,97,2,0,0,0,0,2,10,0,0
"photo",2016-10-25 04:56:00,0,6,202,4,0,0,4,0,2,10,0,0
"photo",2016-10-25 02:51:00,0,0,171,7,0,0,0,0,2,10,0,0
"photo",2016-10-25 01:23:00,0,1,143,5,1,0,0,0,2,10,0,0
"photo",2016-10-23 20:41:00,0,1,73,0,0,0,4,0,7,10,0,0
"link",2016-10-23 20:39:00,0,57,166,2,0,1,0,0,7,10,0,0
"link",2016-10-23 09:51:00,0,0,229,2,6,0,0,0,7,10,0,0
"photo",2016-10-23 09:36:00,0,3,85,1,0,0,0,0,7,10,0,0
"photo",2016-10-23 09:32:00,0,2,119,1,0,0,0,0,7,10,0,0
"photo",2016-10-23 09:30:00,0,0,224,6,0,0,4,0,7,10,0,0
"photo",2016-10-23 04:23:00,0,1,277,3,0,0,0,0,7,10,0,0
"photo",2016-10-22 04:29:00,5,0,308,5,0,0,6,0,6,10,1565,30
"video",2016-10-22 02:12:00,0,0,162,3,0,0,6,0,6,10,0,0
"photo",2016-10-22 01:34:00,5,0,249,0,0,0,2,0,6,10,1245,10
"video",2016-10-21 10:59:00,0,0,128,4,1,0,2,0,5,10,0,0
"photo",2016-10-20 10:10:00,0,37,1,0,0,0,0,0,4,10,0,0
"photo",2016-10-20 10:07:00,0,1,1,0,0,0,0,0,4,10,0,0
"photo",2016-10-20 08:26:00,2,0,261,3,0,0,0,0,4,10,528,0
"photo",2016-10-20 05:10:00,2,5,214,0,0,0,4,0,4,10,428,8
"photo",2016-10-20 02:07:00,0,4,52,0,0,0,0,0,4,10,0,0
"video",2016-10-20 01:15:00,0,3,39,1,0,0,1,0,4,10,0,0
"photo",2016-10-20 00:56:00,0,1,66,1,0,0,0,0,4,10,0,0
"photo",2016-10-19 22:23:00,9,1,237,1,0,0,28,0,3,10,2142,252
"photo",2016-10-19 20:12:00,0,0,156,5,0,0,4,0,3,10,0,0
"video",2016-10-19 12:54:00,0,0,66,0,0,0,4,0,3,10,0,0
"photo",2016-10-19 06:03:00,1,0,239,8,0,0,0,0,3,10,247,0
"photo",2016-10-19 05:48:00,0,0,373,3,0,0,3,0,3,10,0,0
"photo",2016-10-19 00:28:00,1,0,284,8,0,0,13,0,3,10,292,13
"photo",2016-10-18 23:49:00,0,0,23,0,3,0,0,0,2,10,0,0
"photo",2016-10-18 23:48:00,0,0,27,1,0,0,0,0,2,10,0,0
"photo",2016-10-18 22:51:00,0,0,35,2,0,0,0,0,2,10,0,0
"photo",2016-10-18 22:12:00,0,0,46,0,0,0,0,0,2,10,0,0
"photo",2016-10-18 08:42:00,2,13,150,8,0,1,5,0,2,10,316,10
"photo",2016-10-18 05:50:00,0,0,278,4,0,0,0,0,2,10,0,0
"status",2016-10-18 00:10:00,5,0,54,0,0,0,7,0,2,10,270,35
"photo",2016-10-18 00:07:00,3,0,68,0,0,0,0,0,2,10,204,0
"photo",2016-10-17 20:12:00,1,17,66,4,0,0,3,0,1,10,70,3
"photo",2016-10-17 20:08:00,0,0,628,11,2,0,0,0,1,10,0,0
"photo",2016-10-17 10:10:00,0,0,115,7,0,0,0,0,1,10,0,0
"photo",2016-10-17 02:31:00,1,50,617,32,0,0,5,0,1,10,649,5
"photo",2016-10-16 23:29:00,2,0,239,3,0,0,3,0,7,10,484,6
"photo",2016-10-16 21:45:00,0,0,173,0,0,0,0,0,7,10,0,0
"photo",2016-10-16 19:31:00,0,1,64,0,0,0,0,0,7,10,0,0
"photo",2016-10-16 12:17:00,9,227,443,42,0,0,10,0,7,10,4365,90
"photo",2016-10-16 05:13:00,0,0,137,2,0,0,5,0,7,10,0,0
"photo",2016-10-16 00:48:00,3,212,452,16,0,0,8,0,7,10,1404,24
"photo",2016-10-15 21:21:00,0,41,4,0,0,0,0,0,6,10,0,0
"photo",2016-10-15 12:21:00,0,1,43,1,0,0,4,0,6,10,0,0
"status",2016-10-15 10:03:00,1,38,76,1,0,0,0,0,6,10,77,0
"photo",2016-10-14 21:42:00,0,5,179,1,0,0,19,0,5,10,0,0
"status",2016-10-14 11:26:00,0,1,42,1,0,0,0,0,5,10,0,0
"photo",2016-10-14 10:16:00,0,0,30,0,0,0,0,0,5,10,0,0
"photo",2016-10-14 04:56:00,1,0,168,5,0,0,17,0,5,10,173,17
"photo",2016-10-14 01:39:00,0,5,90,0,0,0,6,0,5,10,0,0
"photo",2016-10-14 00:27:00,3,10,243,1,0,0,51,0,5,10,732,153
"photo",2016-10-13 19:49:00,0,1,87,2,0,0,13,0,4,10,0,0
"photo",2016-10-13 13:27:00,0,2,46,0,0,0,6,0,4,10,0,0
"photo",2016-10-13 08:14:00,0,5,61,0,0,0,10,0,4,10,0,0
"photo",2016-10-13 07:57:00,1,2,73,1,0,0,21,0,4,10,74,21
"photo",2016-10-11 09:40:00,10,1,124,5,1,0,2,0,2,10,1290,20
"video",2016-10-11 05:58:00,14,0,63,0,0,0,0,0,2,10,882,0
"photo",2016-10-10 23:23:00,6,0,182,5,0,0,0,0,1,10,1122,0
"photo",2016-10-10 05:08:00,2,0,119,3,2,0,0,0,1,10,244,0
"video",2016-10-09 06:07:00,80,5,242,44,5,3,1,1,7,10,22880,160
"video",2016-10-09 00:09:00,46,0,231,32,3,1,0,1,7,10,12098,46
"photo",2016-10-06 23:30:00,4,0,152,3,0,1,0,0,4,10,620,0
"photo",2016-10-06 06:34:00,26,0,144,4,0,0,0,0,4,10,3848,0
"photo",2016-10-04 00:12:00,14,0,190,5,0,0,0,0,2,10,2730,0
"photo",2016-09-30 05:35:00,7,0,220,5,4,0,0,0,5,9,1575,0
"video",2016-09-30 05:26:00,4,0,105,6,0,0,0,0,5,9,444,0
"video",2016-09-30 01:53:00,34,1,148,17,4,0,0,0,5,9,5610,0
"photo",2016-09-29 07:53:00,6,0,124,3,0,0,0,0,4,9,762,0
"video",2016-09-28 02:06:00,27,0,125,12,2,0,0,0,3,9,3699,0
"status",2016-09-26 02:31:00,8,4,58,2,0,0,0,0,1,9,480,0
"video",2016-09-26 01:03:00,5,1,104,5,0,0,0,0,1,9,545,0
"photo",2016-09-24 05:17:00,4,0,144,4,0,0,0,0,6,9,592,0
"link",2016-09-24 02:03:00,3,1,44,2,0,0,0,0,6,9,138,0
"video",2016-09-23 05:21:00,14,4,89,4,0,0,0,0,5,9,1302,0
"photo",2016-09-22 03:01:00,17,1,156,7,1,0,0,0,4,9,2771,0
"link",2016-09-21 23:18:00,4,4,31,1,1,0,0,0,3,9,128,0
"photo",2016-09-20 00:03:00,19,1,147,3,2,1,0,0,2,9,2850,0
"photo",2016-09-19 22:49:00,1,58,172,0,0,0,1,0,1,9,172,1
"photo",2016-09-19 05:19:00,1,1,160,6,2,0,0,0,1,9,166,0
"video",2016-09-19 03:55:00,10,1,51,0,0,0,0,0,1,9,510,0
"photo",2016-09-18 08:58:00,4,6,193,4,0,1,0,0,7,9,788,0
"video",2016-09-17 23:49:00,3,7,44,0,0,0,0,0,6,9,132,0
"video",2016-09-16 23:28:00,4,12,41,1,1,0,0,0,5,9,168,0
"photo",2016-09-14 04:04:00,3,3,101,3,1,0,0,0,3,9,312,0
"photo",2016-09-13 07:31:00,5,4,265,4,3,0,0,0,2,9,1345,0
"photo",2016-09-13 01:43:00,9,6,143,2,3,0,0,0,2,9,1305,0
"photo",2016-09-12 09:20:00,13,14,86,2,3,0,0,0,1,9,1144,0
"video",2016-09-11 21:51:00,26,3,166,19,1,2,0,0,7,9,4810,0
"photo",2016-09-09 19:03:00,3,0,56,1,3,0,0,0,5,9,171,0
"photo",2016-09-06 01:33:00,2,0,107,2,0,1,0,0,2,9,218,0
"status",2016-09-04 01:07:00,6,0,99,1,1,0,0,0,7,9,600,0
"photo",2016-09-01 02:35:00,18,20,120,1,1,0,0,0,4,9,2178,0
"photo",2016-08-31 22:46:00,4,1,102,2,1,0,0,0,3,8,416,0
"photo",2016-08-31 22:45:00,1,0,54,1,1,0,0,0,3,8,55,0
"photo",2016-08-29 22:49:00,5,0,213,6,0,0,0,0,1,8,1095,0
"video",2016-08-29 09:23:00,1,1,83,2,2,0,0,0,1,8,85,0
"photo",2016-08-28 00:36:00,3,0,105,2,2,0,0,0,7,8,321,0
"photo",2016-08-28 00:34:00,1,1,49,1,0,0,0,0,7,8,50,0
"video",2016-08-27 05:35:00,16,0,156,17,0,0,0,0,6,8,2768,0
"photo",2016-08-26 03:10:00,1,0,100,1,0,0,0,0,5,8,101,0
"video",2016-08-25 07:05:00,8,2,97,7,0,1,0,0,4,8,832,0
"video",2016-08-25 05:08:00,4,1,84,5,0,0,0,0,4,8,356,0
"photo",2016-08-25 04:31:00,1,2,98,2,1,0,0,0,4,8,100,0
"photo",2016-08-25 04:31:00,4,1,88,1,0,0,1,0,4,8,356,4
"video",2016-08-25 04:07:00,27,0,102,11,0,0,0,0,4,8,3051,0
"photo",2016-08-23 09:17:00,6,2,120,5,1,0,0,0,2,8,750,0
"photo",2016-08-21 22:30:00,31,2,423,13,2,3,0,0,7,8,13516,0
"video",2016-08-21 07:42:00,186,3,244,50,2,4,1,1,7,8,54684,372
"video",2016-08-21 00:46:00,40,2,171,12,2,0,0,0,7,8,7320,0
"video",2016-08-20 00:57:00,33,0,138,16,0,0,0,1,6,8,5082,33
"photo",2016-08-16 08:29:00,7,1,173,2,2,0,0,0,2,8,1225,0
"video",2016-08-13 09:14:00,102,1,260,43,5,1,0,0,6,8,30906,0
"photo",2016-08-12 08:20:00,2,1,319,7,0,0,0,0,5,8,652,0
"photo",2016-08-12 02:24:00,6,0,259,6,0,0,0,0,5,8,1590,0
"photo",2016-08-10 23:49:00,8,1,193,4,1,1,0,0,3,8,1576,0
"video",2016-08-10 06:24:00,93,3,203,20,3,0,0,0,3,8,20739,0
"photo",2016-08-09 23:59:00,5,0,127,2,0,0,0,0,2,8,645,0
"link",2016-08-08 22:38:00,11,1,61,2,0,0,0,0,1,8,693,0
"photo",2016-08-06 21:51:00,1,0,180,3,2,0,0,0,6,8,183,0
"video",2016-08-06 09:28:00,0,0,53,1,0,0,0,0,6,8,0,0
"photo",2016-08-06 02:27:00,4,0,164,3,0,0,0,0,6,8,668,0
"photo",2016-08-05 09:15:00,3,0,51,2,0,0,0,0,5,8,159,0
"photo",2016-08-04 05:51:00,4,0,348,3,1,0,0,0,4,8,1404,0
"photo",2016-08-02 04:05:00,3,1,178,6,1,0,0,0,2,8,552,0
"video",2016-08-02 02:43:00,30,3,152,42,0,3,0,1,2,8,5820,30
"status",2016-08-02 00:46:00,1,0,56,1,1,1,0,0,2,8,57,0
"status",2016-08-01 03:30:00,1,0,48,1,0,0,0,0,1,8,49,0
"photo",2016-08-01 02:55:00,4,1,122,3,1,0,0,0,1,8,500,0
"photo",2016-08-01 02:53:00,1,1,117,3,0,0,0,0,1,8,120,0
"video",2016-08-01 00:42:00,120,0,145,33,0,2,0,0,1,8,21360,0
"video",2016-07-31 23:30:00,0,0,79,5,1,0,0,0,7,7,0,0
"photo",2016-07-31 03:51:00,6,0,222,6,2,0,0,0,7,7,1368,0
"video",2016-07-29 22:33:00,52,1,206,39,2,0,0,1,5,7,12740,52
"photo",2016-07-29 00:59:00,8,0,292,3,2,0,0,0,5,7,2360,0
"photo",2016-07-28 03:56:00,6,0,153,4,1,0,0,0,4,7,942,0
"photo",2016-07-28 01:09:00,3,0,121,3,0,0,0,0,4,7,372,0
"photo",2016-07-28 00:54:00,1,0,208,5,0,0,0,0,4,7,213,0
"photo",2016-07-26 20:43:00,0,20,113,1,0,0,0,0,2,7,0,0
"photo",2016-07-23 09:59:00,10,0,179,3,0,0,0,0,6,7,1820,0
"photo",2016-07-23 06:25:00,14,1,173,3,2,0,0,0,6,7,2464,0
"photo",2016-07-22 02:34:00,0,0,162,3,1,0,0,0,5,7,0,0
"photo",2016-07-21 09:12:00,5,0,139,3,1,0,0,0,4,7,710,0
"photo",2016-07-20 12:06:00,3,17,169,1,0,0,0,0,3,7,510,0
"photo",2016-07-18 10:43:00,5,0,192,3,1,0,0,0,1,7,975,0
"photo",2016-07-16 06:37:00,0,0,101,2,0,0,0,0,6,7,0,0
"video",2016-07-16 06:22:00,11,0,102,11,0,1,0,0,6,7,1243,0
"photo",2016-07-16 00:15:00,6,0,131,2,1,2,0,0,6,7,798,0
"status",2016-07-15 22:39:00,3,1,52,1,0,0,0,0,5,7,159,0
"status",2016-07-15 21:55:00,0,3,62,1,0,0,0,0,5,7,0,0
